PassengerId,Age,ServiceCost,CryoInt,VIPInt
2088_01,38.0,717.0,0,0
2088_02,40.0,929.0,0,0
2090_01,22.0,821.0,0,0
2092_01,18.0,2345.0,0,0
2092_02,43.0,1297.0,0,0
2092_04,26.0,1751.0,0,0
2092_05,22.0,2578.0,0,0
2094_01,21.0,0.0,1,0
2095_01,25.0,1368.0,0,0
2096_01,29.0,1431.0,0,0
2097_01,29.0,0.0,1,0
2099_01,45.0,2579.0,0,0
2100_01,45.0,742.0,0,0
2102_01,30.0,16788.0,0,0
2104_01,29.0,803.0,0,0
2104_02,26.0,0.0,0,0
2105_01,16.0,0.0,1,0
2106_01,20.0,4928.0,0,0
2107_01,33.0,888.0,0,0
2110_01,18.0,0.0,1,0
2111_01,24.0,2598.0,0,0
2112_01,29.0,2598.0,0,0
2114_01,40.0,0.0,1,0
2115_01,27.0,0.0,1,0
2116_01,35.0,0.0,1,0
2117_01,31.0,22021.0,0,0
2118_01,26.0,0.0,1,0
2120_01,49.0,1058.0,0,0
2121_01,23.0,0.0,1,0
2123_01,23.0,0.0,1,0
2123_02,14.0,0.0,1,0
2124_01,21.0,810.0,0,0
2125_01,18.0,907.0,0,0
2127_01,19.0,790.0,0,0
2128_01,22.0,809.0,0,0
2129_01,17.0,758.0,0,0
2130_01,13.0,668.0,0,0
2133_02,16.0,0.0,1,0
2134_01,20.0,1149.0,0,0
2135_01,20.0,1620.0,0,0
2136_01,61.0,915.0,0,0
2137_01,27.0,0.0,1,0
2137_02,3.0,0.0,0,0
2137_03,4.0,0.0,0,0
2139_01,19.0,0.0,1,0
2140_01,18.0,698.0,0,0
2141_01,66.0,1610.0,0,0
2143_01,21.0,2667.0,0,0
2143_02,7.0,0.0,1,0
2144_01,56.0,0.0,1,0
2145_01,15.0,1079.0,0,0
2148_01,13.0,874.0,0,0
2149_01,18.0,0.0,1,0
2150_01,38.0,0.0,1,0
2152_01,45.0,2797.0,0,0
2154_01,19.0,628.0,0,0
2156_01,49.0,1527.0,0,0
2158_01,21.0,865.0,0,0
2159_01,18.0,2429.0,0,0
2161_01,43.0,0.0,1,0
2162_01,27.0,0.0,1,0
2162_02,0.0,0.0,0,0
2163_01,27.0,773.0,0,0
2168_01,35.0,0.0,1,0
2168_02,20.0,1216.0,0,0
2171_01,24.0,804.0,0,0
2171_02,41.0,6198.0,0,0
2172_01,23.0,774.0,0,0
2173_01,27.0,0.0,1,0
2175_01,58.0,0.0,1,0
2179_01,30.0,8791.0,0,0
2180_01,24.0,566.0,0,0
2182_01,31.0,4230.0,0,0
2183_01,46.0,1233.0,0,0
2183_02,20.0,1040.0,0,0
2186_01,20.0,0.0,1,0
2187_01,30.0,1385.0,0,0
2188_01,24.0,691.0,0,0
2190_01,20.0,2272.0,0,0
2191_01,48.0,0.0,1,0
2193_01,25.0,689.0,0,0
2194_01,43.0,0.0,1,0
2195_01,27.0,1050.0,0,0
2196_02,26.0,4715.0,0,0
2196_03,37.0,0.0,1,0
2196_04,42.0,4140.0,0,0
2198_01,61.0,1624.0,0,0
2200_01,29.0,2598.0,0,0
2202_01,51.0,1688.0,0,0
2203_01,43.0,2579.0,0,0
2204_01,25.0,0.0,1,0
2205_01,31.0,789.0,0,0
2206_01,13.0,943.0,0,0
2207_01,20.0,774.0,0,0
2209_01,29.0,1389.0,0,0
2210_01,16.0,0.0,1,0
2211_01,15.0,2727.0,0,0
2212_01,50.0,2175.0,0,0
2215_01,41.0,31076.0,0,1
2215_02,43.0,2468.0,0,0
2215_03,32.0,0.0,1,0
2215_04,36.0,3976.0,0,0
2219_01,18.0,0.0,1,0
2220_01,47.0,882.0,0,0
2221_01,29.0,0.0,1,0
2224_01,14.0,804.0,0,0
2225_01,25.0,0.0,1,0
2229_01,22.0,739.0,0,0
2231_01,32.0,954.0,0,0
2232_01,31.0,689.0,0,0
2232_02,24.0,1360.0,0,0
2233_01,39.0,907.0,0,0
2234_01,20.0,0.0,1,0
2234_02,20.0,0.0,1,0
2234_03,19.0,0.0,0,0
2234_06,17.0,0.0,1,0
2235_01,27.0,742.0,0,0
2237_01,28.0,4735.0,0,0
2237_02,41.0,0.0,1,0
2238_01,25.0,0.0,1,0
2239_01,26.0,562.0,0,0
2241_01,27.0,2516.0,0,0
2243_01,22.0,769.0,0,0
2251_01,62.0,7336.0,0,0
2251_02,58.0,1172.0,0,0
2253_01,54.0,912.0,0,0
2254_01,26.0,713.0,0,0
2255_01,44.0,0.0,1,0
2255_02,34.0,0.0,1,0
2256_01,47.0,0.0,1,0
2257_02,22.0,0.0,1,0
2261_01,29.0,885.0,0,0
2262_01,43.0,673.0,0,0
2263_01,42.0,804.0,0,0
2264_01,39.0,881.0,0,0
2266_01,30.0,1486.0,0,0
2267_01,43.0,3046.0,0,0
2268_01,19.0,0.0,1,0
2269_01,26.0,0.0,1,0
2270_01,46.0,1433.0,0,0
2272_01,3.0,0.0,0,0
2272_02,21.0,0.0,1,0
2272_03,1.0,0.0,0,0
2273_01,22.0,788.0,0,0
2274_01,27.0,0.0,1,0
2274_02,28.0,0.0,1,0
2275_01,36.0,911.0,0,0
2277_01,19.0,809.0,0,0
2280_01,18.0,12727.0,0,0
2281_01,6.0,0.0,0,0
2284_01,18.0,5916.0,0,0
2288_01,22.0,1618.0,0,0
2289_01,37.0,2599.0,0,0
2291_02,36.0,723.0,0,0
2291_03,46.0,1031.0,0,0
2295_02,37.0,696.0,0,0
2299_01,35.0,617.0,0,0
2301_01,23.0,1053.0,0,0
2301_03,24.0,1368.0,0,0
2302_01,54.0,7878.0,0,1
2303_01,52.0,1431.0,0,0
2305_01,60.0,0.0,1,0
2306_01,1.0,0.0,0,0
2306_03,22.0,3900.0,0,0
2306_04,27.0,12152.0,0,0
2306_05,48.0,0.0,1,0
2306_06,47.0,1776.0,0,0
2308_01,25.0,0.0,1,0
2308_02,49.0,3947.0,0,0
2308_03,33.0,11141.0,0,0
2308_04,67.0,5320.0,0,0
2309_01,5.0,0.0,1,0
2310_01,60.0,0.0,1,0
2310_02,56.0,0.0,1,0
2310_03,59.0,6306.0,0,0
2310_04,44.0,0.0,1,0
2311_01,33.0,914.0,0,0
2313_01,29.0,2366.0,0,0
2314_01,13.0,0.0,1,0
2315_01,34.0,0.0,1,0
2316_01,45.0,0.0,1,0
2317_01,39.0,908.0,0,0
2318_01,18.0,796.0,0,0
2319_01,57.0,0.0,1,0
2321_01,25.0,0.0,1,0
2325_01,22.0,0.0,1,0
2327_01,32.0,5388.0,0,0
2332_01,21.0,2165.0,0,0
2333_01,16.0,0.0,0,0
2336_01,45.0,0.0,1,0
2336_02,44.0,7570.0,0,1
2338_01,27.0,0.0,1,0
2338_02,26.0,871.0,0,0
2339_01,46.0,1347.0,0,0
2340_01,24.0,648.0,0,0
2341_01,15.0,785.0,0,0
2347_02,11.0,0.0,1,0
2347_03,7.0,0.0,1,0
2347_04,0.0,0.0,1,0
2347_05,15.0,0.0,1,0
2348_01,44.0,3958.0,0,1
2349_01,35.0,907.0,0,0
2353_02,13.0,880.0,0,0
2356_01,45.0,861.0,0,1
2357_01,20.0,1618.0,0,0
2360_01,24.0,0.0,1,0
2361_01,3.0,0.0,1,0
2361_02,29.0,792.0,0,0
2363_01,28.0,11846.0,0,0
2364_01,44.0,907.0,0,0
2366_01,35.0,0.0,1,0
2367_01,19.0,645.0,0,0
2368_01,22.0,954.0,0,0
2369_01,30.0,923.0,0,0
2373_01,36.0,12670.0,0,0
2374_01,20.0,1896.0,0,0
2375_01,22.0,753.0,0,0
2376_01,22.0,703.0,0,0
2377_01,32.0,0.0,1,0
2379_01,35.0,872.0,0,0
2382_01,41.0,1357.0,0,0
2384_01,57.0,0.0,1,0
2384_02,3.0,0.0,1,0
2384_03,11.0,0.0,0,0
2384_04,4.0,0.0,0,0
2384_07,11.0,0.0,1,0
2385_01,23.0,1854.0,0,0
2389_01,22.0,722.0,0,0
2391_01,20.0,788.0,0,0
2392_01,37.0,0.0,1,0
2396_01,46.0,1625.0,0,0
2396_02,30.0,884.0,0,0
2397_01,36.0,810.0,0,0
2398_01,21.0,829.0,0,0
2399_01,25.0,1173.0,0,1
2401_01,42.0,0.0,1,0
2403_01,25.0,884.0,0,0
2404_01,29.0,4762.0,0,0
2404_02,17.0,0.0,1,0
2404_03,36.0,7729.0,0,0
2404_04,44.0,0.0,1,0
2406_01,18.0,0.0,1,0
2409_01,22.0,690.0,0,0
2409_02,22.0,0.0,1,0
2412_01,24.0,0.0,1,0
2413_01,18.0,0.0,1,0
2414_01,42.0,7411.0,0,0
2416_01,43.0,1817.0,0,0
2417_01,32.0,887.0,0,0
2419_01,15.0,0.0,1,0
2423_01,20.0,0.0,1,0
2424_01,34.0,1816.0,0,0
2426_01,70.0,0.0,1,0
2426_02,18.0,0.0,1,0
2427_01,26.0,0.0,1,0
2429_01,17.0,1106.0,0,0
2431_01,13.0,776.0,0,0
2435_01,33.0,2789.0,0,0
2438_01,23.0,0.0,1,0
2439_01,24.0,777.0,0,0
2441_01,17.0,876.0,0,0
2443_01,31.0,1955.0,0,0
2444_01,43.0,747.0,0,0
2445_01,43.0,790.0,0,0
2446_01,33.0,755.0,0,0
2449_01,28.0,0.0,1,0
2449_02,27.0,0.0,1,0
2449_03,7.0,0.0,1,0
2451_01,16.0,0.0,1,0
2453_01,27.0,0.0,1,0
2454_01,19.0,801.0,0,0
2455_01,42.0,1997.0,0,0
2456_01,13.0,0.0,1,0
2457_01,16.0,0.0,1,0
2458_01,21.0,702.0,0,0
2460_01,28.0,0.0,1,0
2461_01,69.0,0.0,1,0
2467_01,42.0,1059.0,0,0
2470_01,23.0,706.0,0,0
2471_01,45.0,908.0,0,0
2472_01,30.0,790.0,0,0
2477_02,50.0,0.0,1,0
2478_01,52.0,0.0,1,0
2479_01,21.0,0.0,1,0
2480_01,41.0,699.0,0,0
2483_01,35.0,2789.0,0,0
2486_01,26.0,775.0,0,0
2486_02,17.0,1997.0,0,0
2488_01,69.0,5508.0,0,0
2489_01,27.0,0.0,1,0
2491_01,25.0,4707.0,0,0
2492_01,27.0,0.0,1,0
2496_01,25.0,724.0,0,0
2497_01,36.0,652.0,0,0
2498_01,14.0,990.0,0,0
2499_01,27.0,0.0,1,0
2500_01,22.0,1798.0,0,0
2502_01,24.0,889.0,0,0
2503_02,4.0,0.0,0,0
2505_01,19.0,787.0,0,0
2505_02,19.0,788.0,0,0
2506_01,38.0,13558.0,0,0
2506_02,39.0,0.0,1,0
2506_03,23.0,3687.0,0,0
2508_02,18.0,0.0,1,0
2509_01,43.0,1154.0,0,0
2510_01,28.0,1467.0,0,0
2512_01,33.0,16060.0,0,0
2512_02,37.0,0.0,1,0
2513_01,28.0,711.0,0,0
2515_01,28.0,8453.0,0,1
2515_02,18.0,0.0,1,0
2516_01,29.0,809.0,0,0
2518_01,29.0,0.0,1,0
2518_02,28.0,0.0,1,0
2519_01,24.0,1291.0,0,0
2520_01,59.0,6827.0,0,0
2526_01,38.0,0.0,1,0
2528_01,48.0,1161.0,0,0
2530_01,25.0,1925.0,0,0
2531_01,25.0,0.0,1,0
2532_01,24.0,2456.0,0,0
2532_02,69.0,0.0,1,0
2534_02,18.0,0.0,1,0
2535_01,28.0,0.0,1,0
2537_01,23.0,685.0,0,0
2540_01,24.0,1378.0,0,0
2541_01,44.0,4421.0,0,0
2542_01,29.0,1020.0,0,0
2544_01,6.0,0.0,0,0
2544_02,42.0,3895.0,0,0
2545_01,78.0,0.0,1,0
2546_01,36.0,828.0,0,0
2547_01,37.0,2964.0,0,0
2547_02,41.0,17160.0,0,0
2548_01,18.0,907.0,0,0
2549_01,62.0,1700.0,0,0
2549_02,0.0,0.0,0,0
2549_03,55.0,1289.0,0,0
2550_01,16.0,0.0,1,0
2551_01,32.0,723.0,0,0
2552_01,19.0,1128.0,0,0
2552_03,4.0,0.0,0,0
2553_01,30.0,0.0,1,0
2555_01,24.0,0.0,1,0
2555_02,34.0,0.0,1,0
2557_01,30.0,0.0,1,0
2558_01,3.0,0.0,0,0
2558_03,55.0,1325.0,0,0
2558_04,0.0,0.0,1,0
2559_01,51.0,4537.0,0,0
2560_01,0.0,0.0,1,0
2560_03,2.0,0.0,0,0
2561_01,19.0,788.0,0,0
2562_01,24.0,0.0,1,0
2562_02,20.0,2598.0,0,0
2564_01,42.0,3125.0,0,0
2565_01,17.0,0.0,1,0
2565_02,32.0,1360.0,0,0
2571_01,28.0,784.0,0,0
2572_01,21.0,0.0,1,0
2572_02,56.0,0.0,1,1
2573_01,28.0,0.0,1,0
2574_01,42.0,803.0,0,0
2578_01,18.0,2757.0,0,0
2580_01,24.0,721.0,0,0
2581_01,20.0,786.0,0,0
2581_02,22.0,759.0,0,0
2582_01,22.0,785.0,0,0
2588_01,28.0,913.0,0,0
2589_01,26.0,0.0,1,0
2589_02,50.0,0.0,1,0
2589_03,26.0,11757.0,0,0
2589_04,30.0,3577.0,0,1
2589_05,29.0,0.0,1,0
2590_01,8.0,0.0,0,0
2590_02,45.0,839.0,0,0
2590_03,35.0,0.0,1,0
2591_01,18.0,636.0,0,0
2591_02,23.0,817.0,0,0
2592_01,29.0,861.0,0,1
2592_02,18.0,3739.0,0,0
2593_01,28.0,881.0,0,0
2594_01,34.0,0.0,1,0
2595_01,0.0,0.0,0,0
2595_03,28.0,1056.0,0,0
2595_04,8.0,0.0,0,0
2596_01,20.0,3362.0,0,0
2596_02,20.0,0.0,1,0
2597_01,25.0,0.0,1,0
2597_02,31.0,2902.0,0,0
2598_01,37.0,2476.0,0,0
2599_01,21.0,0.0,1,0
2601_01,24.0,0.0,1,0
2602_01,34.0,0.0,1,0
2602_02,0.0,0.0,0,0
2602_03,25.0,0.0,1,0
2605_01,43.0,0.0,1,0
2607_01,63.0,0.0,1,0
2607_02,17.0,0.0,1,0
2607_03,35.0,2451.0,0,0
2607_04,12.0,0.0,0,0
2617_01,32.0,528.0,0,0
2618_01,23.0,0.0,1,0
2619_01,17.0,2000.0,0,0
2622_01,34.0,560.0,0,0
2625_01,14.0,0.0,1,0
2625_02,22.0,1620.0,0,0
2626_01,19.0,716.0,0,0
2628_01,25.0,0.0,1,0
2628_02,51.0,2158.0,0,0
2629_01,22.0,807.0,0,0
2631_01,50.0,0.0,1,0
2638_01,26.0,788.0,0,0
2640_01,19.0,1051.0,0,0
2641_01,16.0,0.0,1,0
2642_01,24.0,810.0,0,0
2643_01,34.0,867.0,0,0
2645_01,55.0,3710.0,0,0
2645_02,42.0,15601.0,0,0
2645_03,14.0,0.0,1,0
2645_04,28.0,6045.0,0,0
2645_05,26.0,0.0,1,0
2646_01,33.0,9834.0,0,0
2647_01,24.0,704.0,0,0
2648_01,23.0,809.0,0,0
2649_01,16.0,2717.0,0,0
2650_01,36.0,0.0,1,0
2651_01,44.0,0.0,1,0
2652_01,22.0,702.0,0,0
2655_01,30.0,0.0,1,0
2657_01,20.0,715.0,0,0
2661_01,19.0,758.0,0,0
2661_02,21.0,0.0,1,0
2663_01,13.0,815.0,0,0
2664_01,71.0,0.0,1,0
2666_01,28.0,0.0,1,0
2666_02,18.0,2134.0,0,0
2668_01,23.0,2902.0,0,0
2668_02,34.0,705.0,0,0
2670_01,20.0,809.0,0,0
2671_01,17.0,797.0,0,0
2672_01,21.0,1277.0,0,0
2675_01,33.0,6802.0,0,0
2676_01,34.0,6790.0,0,0
2677_01,51.0,2338.0,0,0
2678_01,21.0,690.0,0,0
2682_01,31.0,888.0,0,0
2683_01,36.0,1303.0,0,0
2684_01,39.0,21839.0,0,0
2685_01,26.0,907.0,0,0
2687_01,51.0,1390.0,0,0
2688_01,24.0,797.0,0,0
2690_01,27.0,719.0,0,0
2691_01,31.0,803.0,0,0
2692_01,24.0,716.0,0,0
2693_01,57.0,2979.0,0,0
2693_02,36.0,2195.0,0,1
2693_03,55.0,3133.0,0,0
2695_01,18.0,955.0,0,0
2698_01,50.0,4588.0,0,0
2700_01,24.0,714.0,0,0
2701_01,20.0,0.0,1,0
2702_01,24.0,0.0,1,0
2703_01,18.0,627.0,0,0
2704_01,44.0,1527.0,0,0
2706_01,27.0,0.0,1,0
2707_01,58.0,3467.0,0,0
2707_02,29.0,0.0,1,0
2708_01,23.0,600.0,0,0
2709_01,3.0,0.0,1,0
2709_02,0.0,0.0,0,0
2709_03,33.0,2364.0,0,0
2712_01,44.0,0.0,1,0
2713_01,20.0,0.0,1,0
2717_01,18.0,888.0,0,0
2718_01,72.0,0.0,1,0
2720_01,23.0,3560.0,0,0
2720_02,11.0,0.0,0,0
2720_03,1.0,0.0,1,0
2721_01,25.0,826.0,0,0
2722_01,25.0,0.0,1,0
2723_01,24.0,0.0,1,0
2723_02,54.0,6790.0,0,0
2724_01,17.0,0.0,1,0
2724_02,48.0,1286.0,0,0
2725_01,40.0,634.0,0,0
2726_01,2.0,0.0,1,0
2727_01,32.0,867.0,0,0
2729_01,15.0,0.0,1,0
2730_01,52.0,0.0,1,0
2730_02,16.0,2921.0,0,0
2732_02,6.0,0.0,0,0
2734_01,10.0,0.0,0,0
2736_01,27.0,1737.0,0,1
2737_01,45.0,2264.0,0,0
2737_02,26.0,6771.0,0,0
2738_01,29.0,1049.0,0,0
2740_01,19.0,505.0,0,0
2741_01,43.0,1298.0,0,0
2743_01,15.0,759.0,0,0
2745_01,31.0,1821.0,0,0
2746_01,52.0,1119.0,0,0
2748_01,29.0,691.0,0,0
2751_01,41.0,0.0,1,0
2752_01,9.0,0.0,0,0
2752_03,58.0,840.0,0,0
2753_01,39.0,907.0,0,0
2754_01,13.0,986.0,0,0
2755_01,36.0,0.0,1,0
2756_01,23.0,1141.0,0,0
2759_01,33.0,994.0,0,0
2760_02,2.0,0.0,1,0
2760_03,0.0,0.0,1,0
2762_01,36.0,885.0,0,0
2762_02,15.0,444.0,0,0
2763_01,31.0,859.0,0,0
2764_01,42.0,1588.0,0,0
2765_01,27.0,1503.0,0,0
2768_02,0.0,0.0,0,0
2768_03,3.0,0.0,1,0
2770_01,56.0,1817.0,0,0
2772_01,23.0,757.0,0,0
2773_01,25.0,1056.0,0,0
2774_01,29.0,703.0,0,0
2774_02,17.0,1226.0,0,0
2774_03,13.0,967.0,0,0
2780_01,24.0,716.0,0,0
2781_01,38.0,0.0,1,0
2783_01,21.0,0.0,1,0
2783_02,29.0,3029.0,0,0
2784_01,46.0,1721.0,0,0
2786_01,53.0,689.0,0,0
2788_01,27.0,0.0,1,0
2789_01,31.0,0.0,1,0
2790_02,41.0,6017.0,0,0
2790_03,29.0,2341.0,0,0
2790_04,54.0,4726.0,0,0
2790_05,43.0,10859.0,0,0
2792_01,36.0,0.0,1,0
2793_01,48.0,872.0,0,0
2795_01,34.0,5687.0,0,0
2795_02,42.0,4095.0,0,0
2796_01,17.0,863.0,0,0
2797_01,22.0,1345.0,0,0
2798_02,38.0,0.0,1,0
2799_01,21.0,884.0,0,0
2799_02,23.0,0.0,1,0
2801_01,27.0,17529.0,0,0
2802_01,23.0,2735.0,0,0
2805_01,19.0,634.0,0,0
2806_01,28.0,1182.0,0,0
2807_01,33.0,996.0,0,0
2807_02,24.0,0.0,1,0
2807_03,0.0,0.0,1,0
2809_01,41.0,0.0,1,0
2810_01,19.0,0.0,1,0
2811_01,44.0,871.0,0,0
2812_01,43.0,1307.0,0,0
2813_01,14.0,0.0,1,0
2814_01,18.0,0.0,1,0
2817_01,25.0,1159.0,0,0
2818_01,0.0,0.0,0,0
2818_02,4.0,0.0,1,0
2818_03,24.0,1148.0,0,0
2819_01,38.0,716.0,0,0
2820_01,44.0,0.0,1,0
2821_01,57.0,0.0,1,0
2822_04,18.0,0.0,1,0
2822_05,8.0,0.0,1,0
2823_01,21.0,0.0,1,0
2824_01,35.0,0.0,1,0
2826_01,28.0,4863.0,0,0
2826_02,49.0,13012.0,0,0
2831_01,23.0,2798.0,0,0
2831_02,19.0,2141.0,0,0
2832_01,34.0,787.0,0,0
2834_01,40.0,3511.0,0,1
2838_01,22.0,0.0,0,0
2839_01,51.0,4082.0,0,0
2840_01,44.0,692.0,0,0
2843_01,50.0,1014.0,0,0
2846_01,28.0,0.0,1,0
2847_01,13.0,0.0,1,0
2852_01,21.0,620.0,0,0
2853_01,20.0,924.0,0,0
2858_01,36.0,0.0,1,0
2858_02,16.0,0.0,1,0
2860_01,18.0,1306.0,0,0
2861_01,17.0,761.0,0,0
2862_01,32.0,0.0,1,0
2863_01,27.0,852.0,0,0
2865_01,34.0,3015.0,0,0
2865_02,53.0,962.0,0,0
2866_01,36.0,0.0,1,1
2867_01,41.0,1719.0,0,0
2867_02,51.0,953.0,0,0
2869_01,61.0,0.0,1,0
2870_01,59.0,922.0,0,0
2871_02,27.0,0.0,1,0
2872_01,57.0,1798.0,0,0
2875_01,55.0,0.0,1,0
2876_01,42.0,852.0,0,0
2877_01,36.0,803.0,0,0
2878_01,42.0,3701.0,0,0
2880_01,32.0,0.0,1,0
2881_01,6.0,0.0,0,0
2882_01,15.0,0.0,1,0
2883_01,28.0,1375.0,0,0
2887_01,44.0,809.0,0,0
2888_01,71.0,2599.0,0,1
2890_01,44.0,3801.0,0,0
2890_02,36.0,0.0,1,0
2891_01,18.0,909.0,0,0
2892_01,3.0,0.0,0,0
2892_02,12.0,0.0,1,0
2892_03,0.0,0.0,1,0
2892_04,29.0,1311.0,0,0
2892_05,9.0,0.0,0,0
2893_01,27.0,1793.0,0,0
2894_01,24.0,688.0,0,0
2897_01,38.0,845.0,0,0
2899_01,28.0,1493.0,0,0
2900_01,26.0,0.0,1,0
2901_01,16.0,1001.0,0,0
2902_01,33.0,883.0,0,0
2906_01,29.0,812.0,0,0
2907_01,25.0,2019.0,0,0
2908_01,0.0,0.0,0,0
2908_02,13.0,918.0,0,0
2909_01,7.0,0.0,1,0
2910_01,32.0,736.0,0,0
2912_01,34.0,0.0,1,0
2913_01,49.0,2597.0,0,0
2919_01,43.0,2708.0,0,0
2919_02,0.0,0.0,0,0
2920_01,23.0,748.0,0,0
2925_01,43.0,1158.0,0,0
2925_02,23.0,0.0,1,0
2926_01,43.0,1505.0,0,0
2927_01,41.0,0.0,1,0
2928_01,54.0,3701.0,0,1
2928_03,44.0,0.0,1,0
2929_01,48.0,0.0,1,0
2934_01,20.0,689.0,0,0
2935_01,33.0,7412.0,0,0
2936_01,21.0,446.0,0,0
2938_01,68.0,0.0,1,0
2940_01,23.0,683.0,0,0
2942_01,35.0,879.0,0,0
2943_01,22.0,0.0,1,0
2944_01,51.0,802.0,0,0
2944_03,29.0,0.0,1,0
2944_04,0.0,0.0,0,0
2945_01,39.0,0.0,1,0
2948_01,55.0,3675.0,0,0
2950_01,20.0,689.0,0,0
2953_01,25.0,643.0,0,0
2954_01,18.0,652.0,0,0
2956_01,28.0,1833.0,0,0
2958_01,26.0,3137.0,0,0
2959_01,28.0,1548.0,0,0
2961_01,56.0,778.0,0,0
2962_01,25.0,1360.0,0,0
2964_01,26.0,11481.0,0,0
2965_01,14.0,970.0,0,0
2966_01,21.0,826.0,0,0
2969_01,37.0,807.0,0,0
2971_01,38.0,3164.0,0,0
2972_01,14.0,1632.0,0,0
2979_01,33.0,0.0,0,0
2982_01,33.0,0.0,1,0
2983_01,13.0,841.0,0,0
2984_01,37.0,4324.0,0,0
2986_01,15.0,9597.0,0,0
2988_01,33.0,6932.0,0,0
2990_01,24.0,0.0,1,0
2994_01,24.0,790.0,0,0
2995_01,26.0,0.0,1,0
2995_02,40.0,0.0,1,0
2996_01,31.0,639.0,0,0
2998_01,47.0,5676.0,0,0
3000_01,19.0,737.0,0,0
3001_01,38.0,6361.0,0,1
3003_01,45.0,0.0,1,0
3004_01,1.0,0.0,1,0
3004_02,32.0,797.0,0,0
3005_01,70.0,0.0,1,0
3006_01,19.0,755.0,0,0
3009_01,55.0,0.0,1,0
3010_01,48.0,16113.0,0,0
3014_01,40.0,8056.0,0,0
3015_01,35.0,1624.0,0,0
3018_01,32.0,690.0,0,0
3019_01,51.0,2099.0,0,0
3020_01,37.0,8979.0,0,0
3021_01,31.0,883.0,0,0
3021_02,37.0,2251.0,0,0
3022_01,38.0,7113.0,0,0
3022_02,19.0,3795.0,0,0
3023_01,33.0,0.0,1,0
3024_01,19.0,1939.0,0,0
3025_01,31.0,927.0,0,0
3025_02,43.0,704.0,0,0
3026_01,22.0,0.0,1,0
3027_01,24.0,0.0,1,0
3029_01,21.0,3104.0,0,0
3030_01,30.0,5131.0,0,0
3030_02,22.0,0.0,1,0
3032_01,11.0,0.0,0,0
3032_02,4.0,0.0,1,0
3032_03,0.0,0.0,0,0
3032_04,30.0,1442.0,0,0
3033_01,21.0,1721.0,0,0
3034_01,40.0,0.0,0,0
3036_01,57.0,685.0,0,0
3039_01,32.0,0.0,0,0
3040_01,32.0,2623.0,0,0
3042_01,30.0,738.0,0,0
3044_01,69.0,716.0,0,0
3045_01,21.0,0.0,1,0
3047_02,16.0,1049.0,0,0
3050_01,25.0,5152.0,0,0
3053_01,52.0,11788.0,0,0
3054_01,13.0,966.0,0,0
3055_01,37.0,1127.0,0,0
3060_02,45.0,3319.0,0,0
3061_01,22.0,729.0,0,0
3061_02,39.0,1817.0,0,0
3062_01,35.0,808.0,0,0
3063_01,19.0,0.0,1,0
3063_02,7.0,0.0,1,0
3063_03,19.0,705.0,0,0
3064_01,21.0,0.0,1,0
3065_01,37.0,4072.0,0,0
3066_01,35.0,1609.0,0,0
3067_01,22.0,0.0,1,0
3068_01,62.0,839.0,0,0
3070_01,41.0,0.0,1,0
3073_01,36.0,0.0,1,0
3079_01,22.0,652.0,0,0
3080_01,40.0,824.0,0,0
3081_01,50.0,3332.0,0,0
3081_02,57.0,0.0,1,0
3082_01,15.0,1824.0,0,0
3083_01,23.0,3098.0,0,0
3084_01,60.0,0.0,1,0
3088_01,28.0,0.0,0,0
3090_01,27.0,6864.0,0,1
3091_01,14.0,9190.0,0,0
3093_01,22.0,3699.0,0,0
3095_01,71.0,2227.0,0,0
3096_01,25.0,827.0,0,0
3099_01,27.0,0.0,1,0
3100_01,1.0,0.0,0,0
3100_02,52.0,809.0,0,0
3100_03,0.0,0.0,1,0
3102_01,30.0,0.0,1,0
3103_01,52.0,16589.0,0,1
3104_01,12.0,0.0,0,0
3110_01,24.0,715.0,0,0
3111_01,22.0,1182.0,0,0
3113_02,56.0,0.0,1,0
3114_01,50.0,1779.0,0,0
3116_01,20.0,804.0,0,0
3117_01,32.0,927.0,0,0
3118_01,28.0,0.0,1,0
3119_01,74.0,848.0,0,0
3120_01,25.0,0.0,1,0
3120_02,31.0,1048.0,0,0
3121_01,6.0,0.0,1,0
3123_01,17.0,0.0,1,0
3124_01,12.0,0.0,1,0
3124_02,47.0,1437.0,0,0
3124_03,46.0,0.0,1,0
3126_01,31.0,5542.0,0,0
3126_02,36.0,0.0,0,0
3128_01,15.0,4181.0,0,0
3130_01,38.0,1504.0,0,0
3131_01,48.0,0.0,1,0
3131_02,21.0,0.0,1,0
3131_03,4.0,0.0,1,0
3132_01,31.0,0.0,1,0
3133_01,31.0,534.0,0,0
3134_01,62.0,6035.0,0,1
3136_01,29.0,0.0,1,0
3138_01,30.0,3967.0,0,0
3140_01,26.0,955.0,0,0
3142_01,43.0,1225.0,0,0
3142_02,32.0,1158.0,0,0
3145_01,49.0,0.0,1,0
3147_01,21.0,732.0,0,0
3149_02,18.0,0.0,1,0
3152_01,14.0,0.0,1,0
3159_01,25.0,0.0,1,0
3161_01,56.0,5592.0,0,0
3162_01,0.0,0.0,0,0
3162_02,55.0,2414.0,0,0
3162_03,14.0,0.0,1,0
3163_01,13.0,1444.0,0,0
3168_01,24.0,559.0,0,0
3169_01,26.0,634.0,0,0
3171_01,22.0,0.0,1,0
3172_01,26.0,1357.0,0,0
3174_01,19.0,1790.0,0,0
